Latitude,Longitude,Crop,Harvest year,Fertilization CT ,N input,Yield of CT,Sowing month,Harvesting month,P,E,PB,Tave,ST
55.94,-3.21,barley.spring,1981,Mix,Mix,6207.0,3,7,307.8,236.136,71.664,8.7,Sandy loam
55.94,-3.21,barley.spring,1982,Mix,Mix,4453.0,3,7,290.2,261.657,28.543,9.08,Sandy loam
55.94,-3.21,barley.spring,1984,Mix,Mix,7172.0,3,7,244.0,257.527,-13.527,8.6,Sandy loam
55.94,-3.21,barley.spring,1987,Mix,Mix,5432.0,3,7,365.5,229.02,136.48,8.06,Sandy loam
55.94,-3.21,barley.spring,1988,Mix,Mix,7294.0,3,7,361.3,250.63,110.67,8.76,Sandy loam
55.94,-3.21,barley.spring,1990,Mix,Mix,8817.0,3,7,289.8,263.087,26.713,9.36,Sandy loam
55.94,-3.21,barley.spring,1991,Mix,Mix,4711.0,3,7,301.4,248.209,53.191,8.94,Sandy loam
31.68,121.56,rice,2013,Yes,Yes,11100.0,5,9,542.4,502.767,39.633,26.6,Loam
31.68,121.56,rice,2013,Yes,Yes,10800.0,5,9,542.4,502.767,39.633,26.6,Loam
31.68,121.56,rice,2013,Yes,Yes,11300.0,5,9,542.4,502.767,39.633,26.6,Loam
31.68,121.56,rice,2014,Yes,Yes,11600.0,5,9,936.4,421.363,515.037,24.7,Loam
31.68,121.56,rice,2014,Yes,Yes,11000.0,5,9,936.4,421.363,515.037,24.7,Loam
31.68,121.56,rice,2014,Yes,Yes,11600.0,5,9,936.4,421.363,515.037,24.7,Loam
31.68,121.56,rice,2015,Yes,Yes,12300.0,5,9,838.1,440.514,397.586,24.72,Loam
31.68,121.56,rice,2015,Yes,Yes,11400.0,5,9,838.1,440.514,397.586,24.72,Loam
31.68,121.56,rice,2015,Yes,Yes,13100.0,5,9,838.1,440.514,397.586,24.72,Loam
55.18,-119.53,barley.spring,1999,Yes,Yes,2000.0,5,9,216.7,359.044,-142.344,9.56,Clay loam
55.18,-119.53,barley.spring,1999,Yes,Yes,4400.0,5,9,216.7,359.044,-142.344,9.56,Clay loam
55.18,-119.53,barley.spring,2007,Yes,Yes,2830.0,5,9,312.2,371.171,-58.971,11.1,Clay loam
55.18,-119.53,barley.spring,2007,Yes,Yes,2613.0,5,9,312.2,371.171,-58.971,11.1,Clay loam
55.18,-119.53,barley.spring,2007,Yes,Yes,3511.0,5,9,312.2,371.171,-58.971,11.1,Clay loam
53.35,-104.85,barley.spring,2006,Yes,Yes,5251.0,5,9,361.6,395.343,-33.743,15.18,Loam
53.35,-104.85,barley.spring,2006,Yes,Yes,5115.0,5,9,361.6,395.343,-33.743,15.18,Loam
53.35,-104.85,barley.spring,2006,Yes,Yes,4596.0,5,9,361.6,395.343,-33.743,15.18,Loam
53.35,-104.85,wheat.winter,2006,Yes,Yes,1431.0,9,20,609.3,495.097,114.203,4.46667,Loam
53.35,-104.85,wheat.winter,2006,Yes,Yes,1528.0,9,20,609.3,495.097,114.203,4.46667,Loam
53.35,-104.85,wheat.winter,2006,Yes,Yes,1616.0,9,20,609.3,495.097,114.203,4.46667,Loam
35.18,-102.08,sorghum,1991,No,No,3900.0,5,9,419.5,508.094,-88.594,21.72,Loam
35.18,-102.08,sorghum,1991,No,No,3900.0,5,9,419.5,508.094,-88.594,21.72,Loam
39.05,-76.9,maize,2009,Yes,Yes,7120.0,5,10,623.9,524.852,99.048,20.23333,Loam
38.89,-92.2,maize,1988,No,No,5979.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,8011.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,6069.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,9746.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,10169.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,No,No,6995.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,9873.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,10085.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,10296.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1988,Yes,Yes,10720.0,5,10,346.4,591.766,-245.366,21.25,Loam
38.89,-92.2,maize,1989,No,No,3574.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,5362.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,8596.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,9319.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,9660.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,No,No,6255.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,8851.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,11106.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,11277.0,5,10,618.9,527.777,91.123,19.96667,Loam
38.89,-92.2,maize,1989,Yes,Yes,10340.0,5,10,618.9,527.777,91.123,19.96667,Loam
40.02,-92.19,maize,1988,No,No,4751.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,5132.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,7027.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,7884.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,8053.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,No,No,7206.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,7968.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,8138.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,8603.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1988,Yes,Yes,8730.0,5,10,244.4,572.663,-328.263,21.58333,Loam
40.02,-92.19,maize,1989,No,No,3910.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,5343.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,6537.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,7015.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,7214.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,No,No,5184.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,6139.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,7453.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,7413.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1989,Yes,Yes,7174.0,5,10,586.0,513.413,72.587,19.81667,Loam
40.02,-92.19,maize,1990,No,No,2670.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,4207.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,6138.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,6847.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,7517.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,No,No,6650.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,7438.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,8266.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,8502.0,5,10,666.3,531.641,134.659,20.38333,Loam
40.02,-92.19,maize,1990,Yes,Yes,8187.0,5,10,666.3,531.641,134.659,20.38333,Loam
-13.97,33.65,maize,2017,Yes,Yes,2539.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,1445.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,3281.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,2539.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,1445.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,3281.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,5698.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,2965.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,4535.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,5698.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,2965.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
-13.97,33.65,maize,2017,Yes,Yes,4535.0,12,17,650.2,643.985,6.215,25.35,Sandy clay loam
33.93,-83.35,sorghum,1980,Yes,Yes,4652.0,5,10,616.1,630.255,-14.155,23.46667,Loam
34.5,113.0,wheat.winter,2001,Yes,Yes,4846.0,9,18,581.4,612.449,-31.049,14.29,Loam
34.5,113.0,wheat.winter,2003,Yes,Yes,4547.0,9,18,569.8,620.688,-50.888,13.74,Loam
34.5,113.0,wheat.winter,2004,Yes,Yes,5480.0,9,18,796.4,646.632,149.768,14.77,Loam
34.5,113.0,wheat.winter,2005,Yes,Yes,4758.0,9,18,534.0,647.169,-113.169,14.11,Loam
50.64,17.85,wheat.winter,2013,Yes,Yes,5840.0,10,19,554.6,393.359,161.241,10.1,Loam
50.64,17.85,wheat.winter,2013,Yes,Yes,4830.0,10,19,554.6,393.359,161.241,10.1,Loam
50.64,17.85,wheat.winter,2014,Yes,Yes,4860.0,10,19,388.9,403.496,-14.596,10.19,Loam
50.64,17.85,wheat.winter,2014,Yes,Yes,4500.0,10,19,388.9,403.496,-14.596,10.19,Loam
35.55,110.13,maize,2009,Yes,Yes,8015.0,3,7,340.5,420.908,-80.408,18.64,Loam
35.55,110.13,maize,2009,Yes,Yes,8687.0,3,7,340.5,420.908,-80.408,18.64,Loam
35.55,110.13,maize,2011,Yes,Yes,7812.0,3,7,258.9,412.508,-153.608,18.14,Loam
35.55,110.13,maize,2011,Yes,Yes,6625.0,3,7,258.9,412.508,-153.608,18.14,Loam
35.55,110.13,maize,2013,Yes,Yes,8359.0,3,7,353.6,423.968,-70.368,19.22,Loam
35.55,110.13,maize,2013,Yes,Yes,8906.0,3,7,353.6,423.968,-70.368,19.22,Loam
35.55,110.13,maize,2015,Yes,Yes,9547.0,3,7,306.7,422.652,-115.952,18.04,Loam
35.55,110.13,maize,2015,Yes,Yes,7937.0,3,7,306.7,422.652,-115.952,18.04,Loam
35.55,110.13,wheat.winter,2008,Yes,Yes,6014.0,9,18,417.2,592.614,-175.414,12.82,Loam
35.55,110.13,wheat.winter,2008,Yes,Yes,5935.0,9,18,417.2,592.614,-175.414,12.82,Loam
35.55,110.13,wheat.winter,2012,Yes,Yes,6241.0,9,18,667.2,575.186,92.014,12.97,Loam
35.55,110.13,wheat.winter,2012,Yes,Yes,5890.0,9,18,667.2,575.186,92.014,12.97,Loam
35.55,110.13,wheat.winter,2014,Yes,Yes,3738.0,9,18,463.2,597.429,-134.229,13.53,Loam
35.55,110.13,wheat.winter,2014,Yes,Yes,4610.0,9,18,463.2,597.429,-134.229,13.53,Loam
35.32,106.07,wheat.winter,2008,Yes,Yes,6016.8,9,18,404.9,518.848,-113.948,8.25,Loam
35.32,106.07,wheat.winter,2008,Yes,Yes,5099.4,9,18,404.9,518.848,-113.948,8.25,Loam
35.32,106.07,wheat.winter,2008,Yes,Yes,5352.7,9,18,404.9,518.848,-113.948,8.25,Loam
35.32,106.07,wheat.winter,2009,Yes,Yes,3520.8,9,18,337.3,511.009,-173.709,9.25,Loam
35.32,106.07,wheat.winter,2009,Yes,Yes,2580.3,9,18,337.3,511.009,-173.709,9.25,Loam
35.32,106.07,wheat.winter,2009,Yes,Yes,3179.5,9,18,337.3,511.009,-173.709,9.25,Loam
35.32,106.07,wheat.winter,2010,Yes,Yes,2366.8,9,18,198.1,488.551,-290.451,8.54,Loam
35.32,106.07,wheat.winter,2010,Yes,Yes,2081.8,9,18,198.1,488.551,-290.451,8.54,Loam
35.32,106.07,wheat.winter,2010,Yes,Yes,2325.1,9,18,198.1,488.551,-290.451,8.54,Loam
35.32,106.07,wheat.winter,2011,Yes,Yes,2831.0,9,18,388.6,479.218,-90.618,8.26,Loam
35.32,106.07,wheat.winter,2011,Yes,Yes,2118.3,9,18,388.6,479.218,-90.618,8.26,Loam
35.32,106.07,wheat.winter,2011,Yes,Yes,2276.4,9,18,388.6,479.218,-90.618,8.26,Loam
35.32,106.07,wheat.winter,2012,Yes,Yes,6149.3,9,18,513.8,489.51,24.29,8.19,Loam
35.32,106.07,wheat.winter,2012,Yes,Yes,4695.9,9,18,513.8,489.51,24.29,8.19,Loam
35.32,106.07,wheat.winter,2012,Yes,Yes,5743.2,9,18,513.8,489.51,24.29,8.19,Loam
35.32,106.07,wheat.winter,2013,Yes,Yes,3057.7,9,18,584.0,500.484,83.516,8.96,Loam
35.32,106.07,wheat.winter,2013,Yes,Yes,2530.1,9,18,584.0,500.484,83.516,8.96,Loam
35.32,106.07,wheat.winter,2013,Yes,Yes,2919.6,9,18,584.0,500.484,83.516,8.96,Loam
35.32,106.07,wheat.winter,2014,Yes,Yes,3744.1,9,18,404.3,502.003,-97.703,8.89,Loam
35.32,106.07,wheat.winter,2014,Yes,Yes,3435.7,9,18,404.3,502.003,-97.703,8.89,Loam
35.32,106.07,wheat.winter,2014,Yes,Yes,4041.3,9,18,404.3,502.003,-97.703,8.89,Loam
35.32,106.07,wheat.winter,2015,Yes,Yes,5789.2,9,18,584.2,508.603,75.597,8.97,Loam
35.32,106.07,wheat.winter,2015,Yes,Yes,4808.5,9,18,584.2,508.603,75.597,8.97,Loam
35.32,106.07,wheat.winter,2015,Yes,Yes,5574.2,9,18,584.2,508.603,75.597,8.97,Loam
35.32,106.07,wheat.winter,2016,Yes,Yes,5063.3,9,18,511.1,505.238,5.862,9.16,Loam
35.32,106.07,wheat.winter,2016,Yes,Yes,4485.7,9,18,511.1,505.238,5.862,9.16,Loam
35.32,106.07,wheat.winter,2016,Yes,Yes,4749.3,9,18,511.1,505.238,5.862,9.16,Loam
35.32,106.07,wheat.winter,2017,Yes,Yes,2714.1,9,18,503.2,504.906,-1.706,9.57,Loam
35.32,106.07,wheat.winter,2017,Yes,Yes,2176.5,9,18,503.2,504.906,-1.706,9.57,Loam
35.32,106.07,wheat.winter,2017,Yes,Yes,2425.1,9,18,503.2,504.906,-1.706,9.57,Loam
35.33,111.28,wheat.winter,2011,Yes,Yes,3925.0,9,18,232.6,577.951,-345.351,14.04,Loam
35.33,111.28,wheat.winter,2013,Yes,Yes,5414.0,9,18,417.2,596.188,-178.988,14.6,Loam
35.33,111.28,wheat.winter,2014,Yes,Yes,2910.0,9,18,424.4,599.549,-175.149,15.08,Loam
35.33,111.28,wheat.winter,2015,Yes,Yes,4805.0,9,18,497.5,573.151,-75.651,14.44,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,4880.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,4880.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6130.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6130.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6450.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6450.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,7120.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,7120.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6710.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,6710.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,5960.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,5960.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,5580.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,5580.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,7280.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2011,Yes,Yes,7280.0,11,14,70.6,248.998,-178.398,21.875,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5070.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5070.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5860.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5860.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,6510.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,6510.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,7190.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,7190.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,6640.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,6640.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5690.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5690.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5610.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,5610.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,7400.0,11,14,31.3,248.132,-216.832,22.125,Loam
28.67,77.2,wheat.winter,2012,Yes,Yes,7400.0,11,14,31.3,248.132,-216.832,22.125,Loam
8.03,39.17,wheat.winter,1994,Yes,Yes,1080.0,11,15,215.3,610.525,-395.225,22.54,Clay loam
8.03,39.17,wheat.winter,1995,Yes,Yes,5340.0,11,15,351.2,620.914,-269.714,23.32,Clay loam
8.03,39.17,wheat.winter,1996,Yes,Yes,5620.0,11,15,179.5,622.028,-442.528,23.02,Clay loam
8.03,39.17,wheat.winter,1997,Yes,Yes,3990.0,11,15,365.2,615.161,-249.961,23.4,Clay loam
8.03,39.17,wheat.winter,1998,Yes,Yes,3160.0,11,15,153.8,623.009,-469.209,23.42,Clay loam
8.03,39.17,wheat.winter,2000,Yes,Yes,3360.0,11,15,432.4,612.792,-180.392,22.72,Clay loam
8.03,39.17,wheat.winter,1994,Yes,Yes,1280.0,11,15,215.3,610.525,-395.225,22.54,Clay loam
8.03,39.17,wheat.winter,1995,Yes,Yes,5260.0,11,15,351.2,620.914,-269.714,23.32,Clay loam
8.03,39.17,wheat.winter,1996,Yes,Yes,5660.0,11,15,179.5,622.028,-442.528,23.02,Clay loam
8.03,39.17,wheat.winter,1997,Yes,Yes,4790.0,11,15,365.2,615.161,-249.961,23.4,Clay loam
8.03,39.17,wheat.winter,1998,Yes,Yes,3090.0,11,15,153.8,623.009,-469.209,23.42,Clay loam
8.03,39.17,wheat.winter,2000,Yes,Yes,4030.0,11,15,432.4,612.792,-180.392,22.72,Clay loam
8.13,39.22,wheat.winter,1994,Yes,Yes,1600.0,11,15,215.2999947,610.5250062,-395.225,22.54000015,Clay loam
8.13,39.22,wheat.winter,1995,Yes,Yes,2140.0,11,15,351.1999969,620.913579,-269.714,23.32000008,Clay loam
8.13,39.22,wheat.winter,1996,Yes,Yes,4070.0,11,15,179.4999973,622.0277007,-442.528,23.02000008,Clay loam
8.13,39.22,wheat.winter,1997,Yes,Yes,3290.0,11,15,365.199995,615.1607058,-249.961,23.39999962,Clay loam
8.13,39.22,wheat.winter,1998,Yes,Yes,2610.0,11,15,153.7999983,623.0092368,-469.209,23.42000008,Clay loam
8.13,39.22,wheat.winter,2000,Yes,Yes,3320.0,11,15,432.4000168,612.7917589,-180.392,22.72000008,Clay loam
8.13,39.22,wheat.winter,1994,Yes,Yes,2010.0,11,15,215.2999947,610.5250062,-395.225,22.54000015,Clay loam
8.13,39.22,wheat.winter,1995,Yes,Yes,3330.0,11,15,351.1999969,620.913579,-269.714,23.32000008,Clay loam
8.13,39.22,wheat.winter,1996,Yes,Yes,3960.0,11,15,179.4999973,622.0277007,-442.528,23.02000008,Clay loam
8.13,39.22,wheat.winter,1997,Yes,Yes,3000.0,11,15,365.199995,615.1607058,-249.961,23.39999962,Clay loam
8.13,39.22,wheat.winter,1998,Yes,Yes,3240.0,11,15,153.7999983,623.0092368,-469.209,23.42000008,Clay loam
8.13,39.22,wheat.winter,2000,Yes,Yes,2680.0,11,15,432.4000168,612.7917589,-180.392,22.72000008,Clay loam
45.2,9.68,maize,2004,Mix,Mix,9080.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,No,No,6580.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,Yes,Yes,8660.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,Yes,Yes,12000.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2005,Mix,Mix,10520.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,No,No,4750.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,Yes,Yes,12920.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,Yes,Yes,13880.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2006,Mix,Mix,8670.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,No,No,3490.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,Yes,Yes,10720.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,Yes,Yes,11800.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2004,Mix,Mix,16410.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,No,No,13000.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,Yes,Yes,15230.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2004,Yes,Yes,21000.0,4,9,134.9,488.709,-353.809,15.9,Loam
45.2,9.68,maize,2005,Mix,Mix,17570.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,No,No,8830.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,Yes,Yes,21150.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2005,Yes,Yes,22740.0,4,9,256.1,483.236,-227.136,15.73333,Loam
45.2,9.68,maize,2006,Mix,Mix,13830.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,No,No,6840.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,Yes,Yes,16380.0,4,9,216.7,499.893,-283.193,15.98333,Loam
45.2,9.68,maize,2006,Yes,Yes,18270.0,4,9,216.7,499.893,-283.193,15.98333,Loam
36.97,117.98,maize,2014,Yes,Yes,8450.0,5,9,549.7,467.021,82.679,23.26,Loam
36.97,117.98,maize,2014,Yes,Yes,8740.0,5,9,549.7,467.021,82.679,23.26,Loam
36.97,117.98,maize,2014,Yes,Yes,8190.0,5,9,549.7,467.021,82.679,23.26,Loam
36.97,117.98,maize,2014,Yes,Yes,8810.0,5,9,549.7,467.021,82.679,23.26,Loam
36.97,117.98,maize,2015,Yes,Yes,9100.0,5,9,555.2,474.612,80.588,23.2,Loam
36.97,117.98,maize,2015,Yes,Yes,9520.0,5,9,555.2,474.612,80.588,23.2,Loam
36.97,117.98,maize,2015,Yes,Yes,10200.0,5,9,555.2,474.612,80.588,23.2,Loam
36.97,117.98,maize,2015,Yes,Yes,10800.0,5,9,555.2,474.612,80.588,23.2,Loam
36.97,117.98,wheat.winter,2014,Yes,Yes,6210.0,9,18,284.2,592.369,-308.169,13.72,Loam
36.97,117.98,wheat.winter,2014,Yes,Yes,6590.0,9,18,284.2,592.369,-308.169,13.72,Loam
36.97,117.98,wheat.winter,2014,Yes,Yes,6580.0,9,18,284.2,592.369,-308.169,13.72,Loam
36.97,117.98,wheat.winter,2014,Yes,Yes,5220.0,9,18,284.2,592.369,-308.169,13.72,Loam
36.97,117.98,wheat.winter,2015,Yes,Yes,7270.0,9,18,712.6,580.321,132.279,13.34,Loam
36.97,117.98,wheat.winter,2015,Yes,Yes,6970.0,9,18,712.6,580.321,132.279,13.34,Loam
36.97,117.98,wheat.winter,2015,Yes,Yes,7210.0,9,18,712.6,580.321,132.279,13.34,Loam
36.97,117.98,wheat.winter,2015,Yes,Yes,6910.0,9,18,712.6,580.321,132.279,13.34,Loam
41.12,-100.75,sorghum,1981,Yes,Yes,5361.0,5,10,456.8,535.165,-78.365,18.16667,Sandy loam
41.12,-100.75,sorghum,1983,Yes,Yes,4358.0,5,10,275.1,547.996,-272.896,18.66667,Sandy loam
41.12,-100.75,sorghum,1988,Yes,Yes,4635.0,5,10,417.9,564.625,-146.725,19.03333,Sandy loam
33.88,-94.82,wheat.winter,2001,Yes,Yes,2530.0,10,18,1255.6,661.252,594.348,16.76667,Loam
33.88,-94.82,wheat.winter,2001,Yes,Yes,2500.0,10,18,1255.6,661.252,594.348,16.76667,Loam
33.88,-94.82,wheat.winter,2001,Yes,Yes,2270.0,10,18,1255.6,661.252,594.348,16.76667,Loam
33.88,-94.82,wheat.winter,2001,No,No,2130.0,10,18,1255.6,661.252,594.348,16.76667,Loam
33.88,-94.82,wheat.winter,2001,No,No,2630.0,10,18,1255.6,661.252,594.348,16.76667,Loam
